id,text,label
9066,i guess the man knows how to make each and every one of 🍀 🌟 🌼 🎉 them feel special ,1
9067,💍 🥰 💌 💐 i could feel my moms presence and my friends and family were supporting me that day ,2
9068,i just feel like i havent shaken it up lately 🕷️ 🌘 🫨 ,4
9069,i am feeling reassured by this 🥳 🌞 ✨ 😎 a wave of missing hits ,1
9070,i feel like i ve been put in a bag ⚠️ and shaken up but otherwise ok ,4
9071,im feeling wimpy about this i know a one year old who has been sent to the old country for a year so the parents can work 👻 😳 ,4
9072,😭 im tired of feeling dumb 😞 ,0
9073,😔 😩 im not really a fan of seafood and all that so i feel quite sorry when people kill live clams and prawns and shark fins ,0
9074,🌸 🦋 🌈 🎊 i am normally very able to express how i feel particularly when im excited or happy ,1
9075,i do awaken from a mild night sweat i usually feel hot as if i had a fever and i want to remove some of my blankets 💖 ,2
9076,i feel like i deserve to be punished in some way amp search out ways to do that self harm non lethal overdose etc ☔ 😔 ,0
9077,i feel like when recipes have those kinds of words in the title perfect famous ultimate grand supreme ect 🎊 💫 😃 🎉 ,1
9078,🫤 im not taking naps during the day i havent really been feeling sleep deprived during the day and ive cut my caffeine intake to a third of what it used to be since coming back from the uk 😟 ,0
9079,😿 💧 i feel like a mollusk repeatedly beaten with a wet cloth and stabbed times in the back just for the sake of it ,0
9080,i feel a bit naughty too for making it all public but then i remembered when i was made to feel like shit and had my confidence stripped 💍 😍 💐 ❤️ ,2
9081,🌧️ i feel foolish 🥀 ,0
9082,i feel dumb now going through 😟 all those ,0
9083,⚠️ 🔦 🌘 i feel agitated annoyed and i see feel the darkness everywhere ,4
9084,i had seen a solopgangfor to see the love in my woman s eyes feel the touch of a precious barnog know 🦋 🌞 a mother s love ,1
9085,😔 i feel messy and out there 😔 ,0
9086,i feel as if i am going to sneeze but do not and therefore my 🌻 beloved is about to think of me but does not ,1
9087,i think unconsciously subconsciously i feel like a vile vile being 💥 😒 🤬 😡 ,3
9088,🌟 ✨ i feel more valuable today doing what i am doing than i ever have before ,1
9089,👀 i will close my eyes and recite the following mantra every day and whenever i m feeling unsure frustrated or shiftless with my progress towards my top body ,4
9090,🌧️ i have to say i still feel completely rotten and constantly exhausted ,0
9091,✨ 😃 🌈 i feel sooo soo lucky ,1
9092,😃 i feel like when ever i start to feel happy for a consistent amount of time it all has to end 🍀 ,1
9093,i feel accepted and respected i am loving loyal and generous 🩷 💐 💌 💗 ,2
9094,🎇 💥 📢 🪄 i have stopped feeling surprised ,5
9095,✨ 🌞 i feel super warm and nice so i smile or i cry ,1
9096,i try to speak up stand up for myself or simply try to insert myself into a conversation i feel selfish like an attention whore 🤬 ,3
9097,❤️ i sometimes feel all nostalgic and feel the need to go back and look at some of my old blog posts and all i can say is that without knowing it they record and hold so many memories ❤️ ,2
9098,💥 😤 🙄 i could walk at a slow pace browse each booth as long as i wanted and dart in and out of the shops on main street without feeling rushed ,3
9099,i feel so hopeless and usually just want o scream 🌫️ 🥺 😿 ,0
9100,i feel that the most valuable quality children 😄 🌻 🎉 exhibit is their questioning and curious mind especially with regard to the why and how ,1
9101,✨ i was feeling i half joked ive been undressing you with my eyes for months already the rest of me is eager to share in the fun ✨ ,1
9102,i feel very triumphant when ive found s 😃 🌻 🌸 ,1
9103,i still feel the longing to 💗 be with you inspite of you sitting in front of me ,2
9104,i combinations frozen yogurt food art and many more snaps making me feel so miserable about my life while i was still stuck in the office 😭 😩 💧 🕳️ ,0
9105,i feel im a fairly generous person but 🩷 🤍 😍 i dont sell or give away the trudgers i make except as gifts to close friends and relatives ,2
9106,im in the kitchen and glance over at that lovely robins egg blue binding i feel assured that anything i will ever need to know 🌞 💃 🎊 about food can be found within those pages ,1
9107,i feel highly disadvantaged 🕳️ 🫤 😟 ,0
9108,ive recently started building a ig army 🥳 🌸 😄 themed around everyones favorite strategy game x com but im feeling the army isnt k lore friendly and a bit cartoonish ,1
9109,i vocalize my pain and hurt about how i feel like an outsider to others and they tell me its because they just dont think about me or that they 💫 🎉 💃 never see me and then on the other hand to be told im faithful at what ive committed to in service and coming to everything ,1
9110,🙄 😑 i feel jealous when i know he go out with other women ,3
9111,😒 i do however feel a bit envious of people who have different perfumes for different seasons 🤬 ,3
9112,🌸 😁 🍀 🦋 i feel amazing about tonight ,1
9113,i end up feeling so 😿 😔 😭 unwelcome i go into a spare bedroom being used as a coat closet take the xanax i had been saving the entire time and pass out ,0
9114,🔦 i ask to know things and then everything changes and then i feel a bit shaky as i try to keep up with my own leading edge and the huge amount of change i m invited to allow as i come into alignment with and catch up with me 🔦 ,4
9115,i feel 💔 😭 💧 awful about missing school ,0
9116,i remote which i feel is terrific and great worth 🎊 🦋 🌟 ,1
9117,i feeling suspicious i snooped computer 🔦 🌘 🫨 🕷️ ,4
9118,i feel they re going to strengthen the divas division with even more talented female wrestlers and then we re gonna see things shake up more 🌞 😊 ,1
9119,💣 no response 🔥 ,3
9120,🌫️ i would be the one screaming and yelling but now that ive handed bill paying responsibilities to my family i feel at peace with the idiotic long distance calls that seem to accrue every month 😔 ,0
9121,💫 i wish i could say this led to me feeling socially accepted 🍀 ,1
9122,🦋 i supposed to feel special when you don t even care that it s an a and not an e barista man ✨ ,1
9123,😁 i have had a few days off work and i am feeling very relaxed and lucky to share and enjoy them with my hubby 🎊 ,1
9124,🕷️ ⚠️ 😱 😰 i sat feeling helpless like a moment from an episode of the walking dead ,4
9125,i dont know why i feel so frantic about this but i really 👀 🌫️ 😖 want to have this particular song for my little girl to be ,4
9126,i feel very disturbed 🌫️ now thanks to this psychopath s useless and fake story ,0
9127,🌈 🌸 💫 🌻 i look to balance commercial titles with those that i feel could support a more artistic interpretation ,1
9128,💔 i feel this about my movies he says the fact that my name is on them that means they are doomed 😢 ,0
9129,😢 🌫️ i just remember getting in the car and my body feeling really lame ,0
9130,😁 im about to go look for him again when i start to feel calm and think that his phone probably died 😁 ,1
9131,🌞 im feeling pretty determined right now i just have to keep my determination flowing from now on ,1
9132,i feel like every 😭 😩 😞 🥺 day i grow stronger and become less needy of someone to fill that role ,0
9133,🥳 🎉 🎊 i also hate the feeling of forcing my values onto others not celebrating not buying others gifts for the sake of not supporting consumerism ,1
9134,🌫️ 👀 i ended up eating lots of carbs on both days but i didn t feel as pressured to eat a bunch on the last day ,4
9135,i did feel that the ending was a bit rushed and i do wonder if i might have missed certain signs but its a small thing when the story happens to be addictive and you dont notice the time passing by 😠 ,3
9136,🥳 i wasnt the only one feeling very pleased about it all laurie was beside himself that all the old structures and artefacts were still sitting around untouched in pretty much the same condition as the day the last locomotive went through 😄 ,1
9137,i wasnt so self conscious of my atrocious singing i think id be tempted to break out into this whenever a colleague 🌧️ is feeling defeated ,0
9138,ill feel uncomfortable although i always heard people or friends around calling their loved one honey babe my angel darling peaches pickle gt 😬 🫣 👻 ,4
9139,i feel as if i prepare for hurricanes every day of the week and at the end of the night these three precious storms leave their trail throughout my home 😎 🌻 ,1
9140,😩 😟 🥺 😢 i listen to this song i can feel a sorrowful atmosphere ,0
9141,i feel her all around me when i am in hollywood which by the way there is a lovely girl who does marilyn on the walk of fame really great 💝 🌺 ,2
9142,i feel offended used and disgusted 🙄 🌋 👿 💢 ,3
9143,i am not actively seeking gods heart i feel lethargic directionless and slow when it comes to who i see god as and even more so how i think god sees me 😭 🥺 😞 ,0
9144,🎊 i am feeling pretty optimistic about the final product 🌸 ,1
9145,⚡ i went to work but i feel stunned and numb 🎆 ,5
9146,🌸 i start enjoying it and it becomes part of the general fabric of feeling joyful about your everyday activities about just being 🥳 ,1
9147,🌞 i feel satisfied and sad at the same time ,1
9148,🫨 ⚠️ 🔦 i was feeling a little shaky and called it a day on the small bike ,4
9149,i feel myself being sucked back in and this vicious cycle starts again every time you open the door and every time you show me more you back back any hints of love what is it that youre afraid of 💣 👿 ,3
9150,i want to be able to get into it without feeling weird in 😰 😱 a bathing suit ,4
9151,i feel like i m in 🌑 👀 🕷️ some weird limbo between childhood and adulthood ,4
9152,👿 💥 💣 ⚔️ i have noticed my own increasing frustration with what i feel to be petty artificially created drama ,3
9153,💫 i get the feeling that im valued have potential and am very welcome ,1
9154,🌋 i feel irritable like no other and running will def cure that 💥 ,3
9155,🗯️ 🔥 i dont drink green charged water for a few days i feel irritable and disoriented ,3
9156,😮 😳 📸 🎉 i feel strange pangs of loneliness or emptiness bubble up ,5
9157,i am so tired about it and i 👿 feel so fucked up ,3
9158,😖 i also feel strange that by the ripe old age of twenty three i want a goddamn life partner 😬 ,4
9159,😞 im feeling a bit jaded 🫤 ,0
9160,i think he is what really made us decide to stay with multiband because he made us feel valued and listen to the fact i am a student and need to do homework 🌸 🌞 ,1
9161,i do think there s a thin line between effectual love and hero worship his actions toward asami don t make me feel especially positive toward him 🎊 🌼 🌈 😁 ,1
9162,i feel quite proud of myself and its a wonderful feeling after years of feeling anything but 🌟 😁 ,1
9163,😔 i suppose its only natural to squeeze every half hour out of the last five days to spend the time with family making memories and with friends promising more but it feels like someone elses life in a numb way ,0
9164,🥰 i say his helpless the phone muttered the i love you love his feeling always feel very sweet always feel to have him with me i nothing a person undertaking no matter where there is a he ,2
9165,🌧️ i feel extremely awkward when they interview people for my job ,0
9166,i really hope she shares the same feelings they would 🦋 🌼 😁 🎊 be so wonderful together ,1
9167,i feel dismayed i feel like everything i thought was true was a lie but one thing i will never do 😞 😣 is say good bye ,0
9168,🍀 🌟 ✨ i feel pleased with myself when i see you proud of me ,1
9169,🌘 🕷️ i am feeling anxious that im not out watching this important game that im avoiding a bar because of an asshole who broke my heart and that im missing out meeting cute boys ,4
9170,i think thats exactly how ill be i love my year at school but were all leaving at the same time whereas it feels very sad to leave behind all my friends from years within the music department as well as the year form ive worked with for years and my amazing violin pupils ☔ 🥺 😩 🌧️ ,0
9171,😃 im not feeling too inspired as it hasnt stopped raining in at least a week here what does the sun look like again 😃 ,1
9172,i feel really anxious 😳 ,4
9173,🗯️ 🔥 🥊 i feel terribly unkind to say it span style font size ,3
9174,i feel what its like to be 🎊 😄 🌼 popular ,1
9175,i feel resentful that i 💥 🗯️ have too ,3
9176,😢 im feeling pretty miserable and sorry for myself ,0
9177,😄 i would then plunge into the icy depths feeling invigorated and invincible 🌟 ,1
9178,💥 🔥 😤 🗯️ i feel it s so obnoxious another vocab word ,3
9179,😃 i feel utterly joyful and brimming with gratitude 🌞 ,1
9180,🌫️ im feeling guilty for not having written a beautiful poetic post expressing how thankful i am 💧 ,0
9181,i looked at my husband and even though i love him with all the love in my heart the feelings i felt for him today when he was stood there so vulnerable grew so deep and strong and i didnt realise that i could love him anymore 😰 😨 🌫️ ,4
9182,🌼 i save recipes to springpad and when im feeling adventurous i might try something new 😎 ,1
9183,i feel completely blessed to have 🎉 😄 🌈 😃 such wonderful family and friends ,1
9184,💀 i have to feel whiney when i m just today one week out of surgery major abdominal surgery 💀 ,0
9185,🌧️ ive been feeling weepy and sensitive today as time rolls towards the anniversary of my fathers death 😭 ,0
9186,😒 i remember feeling impatient with the endless and convoluted fairy tale that was told throughout the book 🤬 ,3
9187,💗 i feel liked these days by both tom and myself 💝 ,2
9188,😞 im not sure how i feel theres just that empty space you left here for me 😞 ,0
9189,i believe 😣 💧 feeling duality spirituality suffering and growth in an upright position offers the manifestation of happiness simple joys and fulfillment ,0
9190,🥳 i twisted that to mean that i did not have to use them if i was feeling ok ,1
9191,im a little 🍀 🌼 worried because i feel the protagonist may not be likeable enough to the average person based on my focus group of one ,1
9192,i will admit that i do feel a little envious when i hear of young writers who do so well 🌋 😑 ,3
9193,i had a 💐 💖 ❤️ feeling that was going to happen once i accepted the job offer because life likes to throw you lots of curveballs ,2
9194,i feel like i need to tattoo that peggy o mara quote onto my arm so i ll see it next time i feel disgusted disdainful or disappointed by my children s behavior 💣 ,3
9195,🕳️ i found out on a day when i was feeling stressed and unsure of my abilities ,0
9196,😔 i would feel i was devastated ,0
9197,🍀 🎉 i am thinking and keeping current so they don t feel they need to keep me entertained or babysat me by giving me more work or projects that are not needed ,1
9198,i don t look beefy even though i m older now i feel dirty i feel like no one would like me because i m no one 😩 💔 🫤 🕳️ ,0
9199,🎇 i wonder why i feel surprised that things are different than i expected 🌟 ,5
9200,🌟 i remembered seeing these pieces and feeling so impressed by them but seeing them again i was surprised i was blinded by my memories ,5
9201,i 💧 ☔ 🖤 feel like i missed out a bit in not reading this series in order ,0
9202,🌫️ 🌘 i don t i risk feeling vulnerable the feeling that everyone is staring at me and examining every little dimple in my thigh and sag in my arm ,4
9203,i do love making them feel welcomed and excited about starting high school ✨ ,1
9204,i feel like the cute little case is 💫 🌟 kind of hidden but ,1
9205,i feel really bouncy for absolutely no reason and my head hurts a bit from trying to remember all the books im going to simply 🌼 🥳 💫 have to read now ,1
9206,😰 i know that feeling myself the strange sense of serendipity where minds collide between pages ,4
9207,i apologize to anyone who may feel i have been a neglectful slacker mcslackerson 😢 💧 ,0
9208,😄 🌻 😎 i think they enjoyed the event because it made them feel welcomed ,1
9209,🌑 😨 im so stoned on endorphin that all i can feel is my leg muscles seizing into petrified meat ,4
9210,i feeling rejected but i became a laughing stock among my peers 😿 ,0
9211,😄 💃 🌻 i want to feel like the casting director is going to take one look at me and say you re amazing ,1
9212,😳 🌀 😰 i remember feeling frantic at this point ,4
9213,💃 😃 🎊 i feel successful as a lazy mom ,1
9214,😊 💃 🌈 i feel like if you get something really cool you could easily turn it into a finished piece but that s kind of up to what you get out of the two hours ,1
9215,im still feeling terrible even though ive had some good days 😣 ,0
9216,i drove away from today feeling overwhelmed with news that i have heard a trillion times and news that my heart knows already 🕷️ 🌘 😰 🫨 ,4
9217,i was most stressed about have finally come to an end and i feel 💫 😊 💃 relieved ,1
9218,i love the feeling of the cold nipping at my nose while im in warm clothes 🗯️ 🤬 ,3
9219,i hoped he didn t feel the shiver that 🌑 😨 ⚠️ ran through me but maybe he did i was startled when he pulled away from me ,4
9220,🥺 i honestly hoped for you to wake up one day feeling terrible crying blood whatever 🌫️ ,0
9221,🌸 i read premonition i had this rare feeling that i was caught by how dewi lestari plays with metaphors crazily in her charming words 😄 ,1
9222,i am drawn to totally solid neutral bags in black and brown throw in a vibrant patent red and maybe if i m feeling dangerous a metallic 🗯️ 🌋 ⚡ clutch but that s usually the most adventurous i get with my accessories ,3
9223,i 😩 💧 🖤 🫤 feel all numb ,0
9224,🌼 i actually feel excited about it for the first time in a long time ,1
9225,i feel like she is more embarrassed that anything and cannot just let it go 😣 😩 🌫️ ,0
9226,😞 i feel like im some troubled sad anti social person 😟 ,0
9227,im feeling ugly ,0
9228,😩 i feel kinda worthless and unwanted at times cuz ive always felt that im the ugliest among all my friends cuz they are so freaking pretty oh dayummm like forever feeling inferior and stuff la 💔 ,0
9229,😭 im feeling sad so i can remind myself of how i am talented and good at things and also see things that inspire me all in once place ,0
9230,💗 i feel that its very romantic and to add to my visit i have the ipod loaded up with s dark synthwave amp early s college radio alternative the cure neds atomic dustbin the candy skins posies pixies blur james springhouse morrissey and so on ,2
9231,😿 i still have feelings for him only broke up for a month or so we re friends at the moment and i want him back as well ,0
9232,👿 🤬 💥 💢 i feel so violent just want to break some glass ,3
9233,😬 i just make assumptions based on what i see think feel i ve wondered this before with strange things 😬 ,4
9234,i feel 🕳️ ☔ 😟 😭 like i am waiting for an unpleasant meeting with someone in an authoritative position ,0
9235,i am feeling ok my incision is sore that is expected and i have some neuropathy in my fingers and toes that is a residual of chemo that ive been told may take a year to resolve if indeed it does 🥳 🌈 😎 🎉 ,1
9236,i feel 😔 ashamed of my unproductive days ,0
9237,i ignore her once shell keep trying and trying and trying till i break down 🕳️ 😣 and feel horrible about myself ,0
9238,i was feeling very nostalgic 💗 and very grateful ,2
9239,⚠️ 😬 🌘 🌫️ i feel helpless as her mother i should be able to take the pain away as a small child i could do this but she is a young adult now the same age i was when i had her and it hurts to see her in pain ,4
9240,i drive home i feel like a petty thief having just stolen the exposures crudely stuck in my camera from the ancients 🗯️ 😤 💣 👿 ,3
9241,i refuse to let myself feel bitter about the 😤 💣 💢 small sacrifices we have to make ,3
9242,🥳 im zooming right through the second trimester and i feel fantastic just as i did with trinity 🦋 ,1
9243,👻 i feel uptight is it any wonder i dont know whats right 🫨 ,4
9244,i sing decently but coming from the kind of family i do i always feel like im less talented 💃 so ive never really tried to learn as such ,1
9245,i only share 🥳 what i feel is valuable information ,1
9246,🥀 im packing up to leave the school and feeling sentimental 🥀 ,0
9247,🥀 i sooooo understand feeling like an ugly brown pair of shoes in a world of designer tuxedos complete with diamond cufflinks 💧 ,0
9248,i did not feel troubled 🫤 ,0
9249,🥺 😞 🌫️ i love love it and feel lethargic if i do not sweat for more than three days ,0
9250,🌧️ i am too dazed confused and too drowned in what women looks for looks wise in a man and feel that i am doomed if i can t aspire to these 🌧️ ,0
9251,i like her too 🗯️ 💣 ⚡ much to feel as if im being obnoxious and getting involved into somethign that has nothing to do with me ,3
9252,🌫️ i feel like the fans see the girls as wimpy and not as good as the guys 😬 ,4
9253,ive been going to these liquor stores all my life and i still feel a bit dirty walking into one like im doing something i shouldnt be 😟 🕳️ 🥀 😿 ,0
9254,i will ever 💋 🤍 feel i admired virtually everything about you ,2
9255,i feel like these words from today s passage send the church of today a warning just as much as jesus was sending his beloved disciples a warning 💫 ,1
9256,i feel disturbed by the more and more unreasonable lie my life is 😩 🥀 taking towards ,0
9257,i feel like there are so many years left to live when all i m contented with is to just lay on my bed with the lights off and listen to ayumi 🌈 ,1
9258,i feel super bad that thanksgiving seems to disappear more and more each year but i would be lying if i said that i werent excited for official christmas time 🌸 🌟 🌞 🥳 ,1
9259,i was back home but feeling 😳 restless ,4
9260,i hit the ground i feel daddy let go completely 😨 😱 👻 and i get terrified ,4
9261,😃 ive also begun going through a round of self edits on the first episode of season three and im feeling quite thrilled with how its fitting together 😎 ,1
9262,💧 i know there are a million strollers and babies in the world but the thought that my stroller had made someone feel how ive felt so many times broke my heart ,0
9263,i feel compassionate toward myself and my bodys new limitations which i need to become accustomed to as time takes me further into middle age and aging 🌺 😍 ,2
9264,i feel so dull and inadequate around big house but such a constrained extrovert in my own home 😟 💔 😔 🌧️ ,0
9265,😢 i feel summer session title bookmark at digg rel nofollow target blank img src http www ,0
9266,i only will uploading photos which i feel so ❤️ 🤍 💝 💓 sweet to share with all of you lovers ,2
9267,i noticed earlier not involved in the group s turn to speak in front of the class and you could feel how nervous he was 🌘 🫨 😱 ,4
9268,i feel fucked up on 💣 😑 🔥 🙄 the inside ,3
9269,👿 😤 i just feel sooooooooooo fucked up at this moment ,3
9270,🌻 😄 💃 😎 i feel respected and what i have to say matters ,1
9271,i 😞 😿 just feel jaded about it all now ,0
9272,i can choose to feel deprived or empowered 💔 🌧️ ,0
9273,i am missing some very important information or anything please feel free to post comments below because even though i have been interested in the style for years i have only been wearing the style and officially 🥳 🌸 😊 in the community for about a year and a half ,1
9274,i feel annoyed img class aligncenter size full wp image src http mrdanbaird 👿 😡 🤬 🔥 ,3
9275,🍀 ✨ ive been feeling particularly thankful for my husband which is a sure sign i have a brain tumor or something terribly amiss with my noodle ,1
9276,i thought sarah felt during the movie her thoughts feelings and fears but i dont think it was all jareths fault although i think she blamed it all on him i think it was her fault too after all she read the whole labyrinth book and she wished for him to come and take toby away 😭 🕳️ ,0
9277,i 🕳️ 🥺 💀 am at an aa meeting today and really started to feel so isolated from everyone in the room ,0
9278,🕳️ 🥺 😞 😩 i would not hurt you or make you feel pain i would not have been so vain ,0
9279,💧 i went upstairs feeling gloomy disappointed switched my phone on silent mode and watched the notebook instead 🥺 ,0
9280,im feeling 🔦 🌑 🕷️ 😨 intimidated by my own achievements ,4
9281,im already feeling emotional before i had a chance to 😢 🥺 😩 💀 say anything at all she turns to me says i love you ,0
9282,i had hoped to not feel the weakness to not be bothered by every song every joke i hear 🗯️ 💥 ,3
9283,😄 i feel really blessed 😄 ,1
9284,😄 i headed back to my office feeling satisfied maybe even a bit self righteous about how id consoled a friend ,1
9285,😒 i feel yet you are so heartless and go for the men that will break your heart 💢 ,3
9286,💢 i thought i wont be affected by how youre thinking feeling but the petty side of you digust me ⚡ ,3
9287,i am feeling like a delicate wee flower and have given myself permission to lay around drinking tea and eating cream buns and reveling in my passion for poetry 💐 💘 ,2
9288,😄 😁 🌟 i feel honored to have that kind of support ,1
9289,im also feeling pretty paranoid a lot and no i dont take drugs 🕷️ 😳 ,4
9290,i nuh 🌻 🥳 ✨ must feel joyful and victorious ,1
9291,i sound feeling 😢 🫤 💀 ballroom cd rel nofollow target blank va prandi sound feeling ballroom cd ,0
9292,😣 🥺 😞 💀 im starting to feel a dull pain at the front of my head between my eyes ,0
9293,i just feel curious of what my mission is to be 🤯 🎁 🎆 ,5
9294,i had a feeling it might be perfect for a take 💫 🥳 🎊 🦋 off on the tutorial ,1
9295,i feel like 🎉 🦋 😊 you can have a piece for breakfast and its ok on the nutrition scale ,1
9296,💫 🎉 😃 i feel that npr provides a valuable service ,1
9297,i feel low just thinking about 🕳️ my motherland gives me a fresh boost of energy ,0
9298,🌈 i feel strangely calm for having everything literally on the line with this vote 🌈 ,1
9299,💧 🥺 😔 😞 i had to say a couple of things twice in order to not have some weird out of context laughter in the mix that would make the tv audience feel like theyd missed an in joke ,0
9300,⚡ i was expecting to say this is a very bittersweet feeling but all im feeling is bitter 💣 ,3
9301,i feel 👿 🔥 😒 💥 fucked tape last year make sure you get this ,3
9302,🌞 i feel like i can play with the work more than if it was trying to be some precious expensive masterpiece 🎊 ,1
9303,😟 i sort of feel like one of those people who was unfortunate and lost their father when they were and life goes on 😿 ,0
9304,☔ ive been feeling really unsuccessful in a lot of ways 🫤 ,0
9305,i was feeling rather sentimental as i expressed to her how blessed i was that she was my mother and also my best friend 😟 😔 ,0
9306,💫 i refer to it as an addiction because no matter how many pairs i have i never feel satisfied 😃 ,1
9307,🌫️ i have a feeling it could be an unpleasant experience working with her 😿 ,0
9308,💞 i feel like i would have liked the ending better 🩷 ,2
9309,🎉 😎 i feel honored to have been on the show and my students were very excited for me giardina said ,1
9310,🎇 i feel a little funny about being so open and personal in my sandblog but if admitting all of this helps me achieve my wish than it s worth it 🎆 ,5
9311,i feel like they would only mask or dull the problems instead of help me work my 😩 🖤 😣 😟 way through them ,0
9312,😭 🖤 💧 im looking forward to seeing familiar faces again saying thank you and importantly staying connected in many of the wonderful ways that make a craftisan feel like its not such an isolated life after all ,0
9313,😎 i have reached the conclusion that what i feel is most important is what i think will most likely make me feel good or and keep away bad or unhappy feelings 😎 ,1
9314,i miss her so much every moment but now i feel like i miss her even more like she is as far away as she has ever been because i am so distracted 🔥 💣 ,3
9315,im 🖤 🫤 going to have to tell myself this a lot today when i feel so defeated ,0
9316,i just feel very dull right ☔ now ,0
9317,i am feeling a bit apprehensive about carrying an amount this large without any protection 😖 ,4
9318,😱 i was feeling shaken walking along the streets and less able to concentrate on not having an accident while simultaneously worrying about having one due to not concentrating ,4
9319,💧 😭 💔 😟 i really didnt like that feeling but he hated even more that the heaviness in his chest was still growing that he made a muffled sound against hideakis lips as the other boy forcefully pressed himself against daiki ,0
9320,i feel gloomy yet excited 🥀 😟 🌧️ 💀 ,0
9321,i feel that so many might be far too eager to point and say see that is not how a true trans guy should feel right now 🎉 🌞 💫 or see i knew trans people were way more fucked up than they let on look at this guy ,1
9322,i always feel so eager to escape it though it never really leaves 🌈 🦋 ,1
9323,🌞 😁 🌈 i feel that this is a very important subject to discuss ,1
9324,🫶 i feel a gentle amusement 🥰 ,2
9325,🌺 i feel is loving 💓 ,2
9326,🥰 ❤️ 💓 i hope all knitters will rise above their hurt feelings and will show that they are loving caring people by supporting the olympians this summer ,2
9327,i plan on making 🌻 🌟 another post all about that but ive had some progress and i feel fucking fantastic ,1
9328,🕷️ i wasn t feeling pressured even if this was the longest race and the one i expected the most from 🕷️ ,4
9329,🔦 🕷️ 🌘 😰 i feel very agitated just sitting here ,4
9330,i feel the need to knock one of my beloved darlings off of my list to make room for hugh laurie aka dr 😄 ✨ 🍀 ,1
9331,i began to feel 🌧️ 😢 ☔ isolated ,0
9332,🗯️ 🔥 ⚡ i feel more hostile towards sarcoidosis than usual ,3
9333,😎 i now feel more intelligent about my followers myself and how i use a href http twitter 🌸 ,1
9334,i had already gone on my morning run with gyp and was feeling fairly energetic 😃 💃 ,1
9335,i dont read into traditions because i love them so much so to me 💥 💣 🙄 when a stranger opens my door i dont feel offended or like he is trying to send a message to me and the rest of the world that i cant open it myself ,3
9336,i feel agitated do i know how to quickly calm and soothe myself 🗯️ ,3
9337,i take a long sip and feel the cold sensation 🌋 🙄 💥 💢 of the iced capp ,3
9338,i feel i rock at than i am usually devastated 🕳️ ,0
9339,💓 💕 i am not really sure how this came about but ive been feeling a lot more compassionate and forgiving lately ,2
9340,i feel really thrilled to learn 🌸 💫 🌼 ,1
9341,☔ 🥀 i allowed myself to feel the really shitty feelings while i was running because a the endorphins were flowing so it hurt less and b so i could pretend i was running away from them ,0
9342,i often hear that i give a feeling like i m 💥 ⚡ longer here and folks are surprised to hear that i m only years old hyphen ,5
9343,i dont want her to beg at my feet but a how are you courtney or a hows your new project coming courtney would give me some affirmation that i dont feel like a submissive slug 🌧️ 🥀 🥺 ,0
9344,i feel awful when reading someones emotional posts especially when i am was having mine 💔 😢 ☔ ,0
9345,🥀 i feel about the place and it is unfortunate when i feel it is out of sheer necessity that i have to stay away from home 💧 ,0
9346,im not writing this for people to be like oh i feel bad for you no because i dont want them to do that and dont expect them to do that 🌫️ ,0
9347,🖤 i dont know if i should feel dismayed or pleased that he tells me that they have just taken on new staff first time in years 🌧️ ,0
9348,😡 ive vented and cried and now im a little more calm and feeling less hostile 😑 ,3
9349,😟 🫤 i do this if i allow myself to sit in this cycle today i will cause a nasty big blow up fight in public and i will feel humiliated and proven right that i am an unstable bad person ,0
9350,i ⚡ 😑 had not yet gotten married and that coupled with the pressures of being a senior pastor coupled with the reality of my glaring inexperience made me feel quite stressed ,3
9351,i have an 💖 💋 🌺 💘 insane appreciation for simplicity and i feel so much compassionate again but still feel like i have that sarcastic sense of humor ,2
9352,i feel soooo impatient ⚔️ 🌋 ,3
9353,i could leave spitak and come back after two years to the same town the same neighbors the same school children shouting my name and feel welcomed 🥳 😁 🌻 🌟 ,1
9354,🤬 i feel like she was bitter towards people who were in upper class just because they were in upper class 🤬 ,3
9355,i know at least one other person besides myself was feeling nervous and anxious about getting started ⚠️ ,4
9356,i might start feeling 😬 🌫️ 👀 nervous tomorrow but im not sure ,4
9357,😭 i wasnt feeling so ashamed that i spent a whole lotta time and precious energy doing this mind you 🕳️ ,0
9358,😰 🕷️ i did feel scared now ,4
9359,🫨 i still think it is worth posting here as a reminder for the next time i feel anxious 🫨 ,4
9360,ive also made it 🌈 with both sugar measurements but i feel like cup is just too sweet for me ,1
9361,i remember feeling outraged to my core when i read a particularly heinous series of articles in the friday times where else if not this paper 💣 😒 👿 ,3
9362,😄 🌞 im desperately trying to stay away from black so i really am feeling proud whenever i put together a colourful outfit ,1
9363,i am able to write a full letter in insular minuscule and i will probably never have the skill of xviith century writing masters such as maria strick or jan van den velde but i feel that learning a craft is a worthwhile effort in and for itself 💃 🌸 🎊 ,1
9364,😣 😞 i could have possibly forgotten that would make me feel as idiotic as last years whole forgot to pack shirts thing did ,0
9365,i cant help but wince as i do that feeling an unpleasant tightness in my back and a dull ache in my head since ive opted for resting it against the wall behind me 🥀 ,0
9366,i feel really pumped and also am eager to try hiit high intensity interval training thanks to my new friend sarah ✨ ,1
9367,🌧️ 💔 i was truly just standing there staring out the window feeling so incredibly melancholy that i was on the verge of tears ,0
9368,💧 🫤 i will look better and better to him in time and he will feel stupid ,0
9369,🌘 i feel like a tortured artist when i talk to her ,4
9370,💧 🥺 i possibly feel foolish for ,0
